offer_id,driver_id,passenger_id,request_id,driver_x,driver_y,passenger_x,passenger_y,driver_type,passenger_preference,distance_to_pickup_km,estimated_wait_time_min,driver_rating,trip_distance_km,surge_multiplier,traffic_multiplier,offered_price,score,max_wait_time_min,driver_availability,eligible_offer,offer_rank_for_passenger,recommendation_flag
O1246,D046,P025,R025,59,85,23,6,economical,premium,86.82,177,4.5,13.9,1.3,0.98,79.34,56.95,10,available,No,,Filtered out
O1247,D047,P025,R025,70,57,23,6,premium,premium,69.35,124.6,5,13.9,1.3,0.98,111.35,55.83,10,available,No,,Filtered out
O1248,D048,P025,R025,30,35,23,6,balanced,premium,29.83,66,4.4,13.9,1.3,0.98,55.81,27.74,10,available,No,,Filtered out
O1249,D049,P025,R025,19,90,23,6,economical,premium,84.1,184.2,4.2,13.9,1.3,0.98,64.21,54,10,available,No,,Filtered out
O1250,D050,P025,R025,89,2,23,6,economical,premium,66.12,139.9,4.4,13.9,1.3,0.98,62.54,44.54,10,available,No,,Filtered out
O1251,D001,P026,R026,75,54,9,73,balanced,premium,68.68,168.9,4.4,21.3,1.16,1.1,92.39,59.3,9,available,No,,Filtered out
O1252,D002,P026,R026,57,75,9,73,economical,premium,48.04,145.1,4.4,21.3,1.16,1.1,63.12,45.76,9,available,No,,Filtered out
O1253,D003,P026,R026,13,11,9,73,premium,premium,62.13,111.8,4.9,21.3,1.16,1.1,109.63,52.8,9,available,No,,Filtered out
O1254,D004,P026,R026,70,37,9,73,economical,premium,70.83,213.5,4.4,21.3,1.16,1.1,80.02,64.51,9,available,No,,Filtered out
O1255,D005,P026,R026,29,12,9,73,balanced,premium,64.2,122.1,4.6,21.3,1.16,1.1,94.82,50.57,9,unavailable,No,,Filtered out
O1256,D006,P026,R026,9,77,9,73,economical,premium,4,10.8,4.3,21.3,1.16,1.1,37.64,11.3,9,available,No,,Filtered out
O1257,D007,P026,R026,41,98,9,73,economical,premium,40.61,96.7,4.1,21.3,1.16,1.1,60.9,35.56,9,available,No,,Filtered out
O1258,D008,P026,R026,27,83,9,73,economical,premium,20.59,53.3,4.2,21.3,1.16,1.1,47.22,22.73,9,available,No,,Filtered out
O1259,D009,P026,R026,54,74,9,73,economical,premium,45.01,115.3,4.3,21.3,1.16,1.1,61.49,39.36,9,available,No,,Filtered out
O1260,D010,P026,R026,87,54,9,73,economical,premium,80.28,183.7,4.1,21.3,1.16,1.1,69.72,55.61,9,available,No,,Filtered out
O1261,D011,P026,R026,14,87,9,73,economical,premium,14.87,33.7,4.7,21.3,1.16,1.1,43.61,17.47,9,available,No,,Filtered out
O1262,D012,P026,R026,33,64,9,73,balanced,premium,25.63,61.4,4.5,21.3,1.16,1.1,65.26,29.61,9,available,No,,Filtered out
O1263,D013,P026,R026,99,67,9,73,balanced,premium,90.2,176.1,4.6,21.3,1.16,1.1,102.21,63.58,9,available,No,,Filtered out
O1264,D014,P026,R026,72,10,9,73,balanced,premium,89.1,203.8,4.4,21.3,1.16,1.1,106,70.36,9,available,No,,Filtered out
O1265,D015,P026,R026,33,67,9,73,balanced,premium,24.74,52,4.8,21.3,1.16,1.1,59.95,25.99,9,available,No,,Filtered out
O1266,D016,P026,R026,47,56,9,73,balanced,premium,41.63,79.5,4.6,21.3,1.16,1.1,73.99,35.8,9,available,No,,Filtered out
O1267,D017,P026,R026,80,7,9,73,balanced,premium,96.94,267.6,4.3,21.3,1.16,1.1,104.33,82.67,9,available,No,,Filtered out
O1268,D018,P026,R026,73,73,9,73,economical,premium,64,141.8,4.2,21.3,1.16,1.1,65.56,45.93,9,available,No,,Filtered out
O1269,D019,P026,R026,93,6,9,73,economical,premium,107.45,309.3,4.3,21.3,1.16,1.1,90.46,86.85,9,available,No,,Filtered out
O1270,D020,P026,R026,57,17,9,73,balanced,premium,73.76,140.1,4.3,21.3,1.16,1.1,95.69,54.58,9,available,No,,Filtered out
O1271,D021,P026,R026,69,1,9,73,economical,premium,93.72,269.9,4.6,21.3,1.16,1.1,88.69,78.29,9,available,No,,Filtered out
O1272,D022,P026,R026,0,49,9,73,premium,premium,25.63,52.3,4.7,21.3,1.16,1.1,90.45,35.25,9,available,No,,Filtered out
O1273,D023,P026,R026,19,24,9,73,premium,premium,50.01,90.2,4.7,21.3,1.16,1.1,111.85,49.25,9,available,No,,Filtered out
O1274,D024,P026,R026,67,20,9,73,economical,premium,78.57,236.7,4.5,21.3,1.16,1.1,75.09,67.62,9,available,No,,Filtered out
O1275,D025,P026,R026,72,31,9,73,premium,premium,75.72,143.8,4.7,21.3,1.16,1.1,129.27,65.19,9,unavailable,No,,Filtered out
O1276,D026,P026,R026,40,30,9,73,balanced,premium,53.01,107,4.5,21.3,1.16,1.1,77.95,42.54,9,available,No,,Filtered out
O1277,D027,P026,R026,72,12,9,73,economical,premium,87.69,215.4,4.2,21.3,1.16,1.1,76.3,63.87,9,available,No,,Filtered out
O1278,D028,P026,R026,69,90,9,73,balanced,premium,62.36,142.9,4.4,21.3,1.16,1.1,89.26,53.16,9,available,No,,Filtered out
O1279,D029,P026,R026,17,33,9,73,balanced,premium,40.79,113.2,4.6,21.3,1.16,1.1,78.4,43.86,9,available,No,,Filtered out
O1280,D030,P026,R026,33,64,9,73,premium,premium,25.63,57.4,4.7,21.3,1.16,1.1,85.25,34.71,9,available,No,,Filtered out
O1281,D031,P026,R026,81,33,9,73,economical,premium,82.37,170.9,4,21.3,1.16,1.1,70.37,53.29,9,available,No,,Filtered out
O1282,D032,P026,R026,4,47,9,73,balanced,premium,26.48,73.8,4.5,21.3,1.16,1.1,67.65,32.81,9,available,No,,Filtered out
O1283,D033,P026,R026,26,87,9,73,balanced,premium,22.02,51.1,4.3,21.3,1.16,1.1,63.8,27.21,9,unavailable,No,,Filtered out
O1284,D034,P026,R026,20,22,9,73,balanced,premium,52.17,115.8,4.6,21.3,1.16,1.1,87.41,47.08,9,available,No,,Filtered out
O1285,D035,P026,R026,89,13,9,73,economical,premium,100,236.7,4.2,21.3,1.16,1.1,97.71,74.55,9,available,No,,Filtered out
O1286,D036,P026,R026,84,24,9,73,premium,premium,89.59,180.2,4.7,21.3,1.16,1.1,152.02,79.3,9,available,No,,Filtered out
O1287,D037,P026,R026,42,3,9,73,economical,premium,77.39,197.5,4.7,21.3,1.16,1.1,80.38,61.26,9,available,No,,Filtered out
O1288,D038,P026,R026,55,77,9,73,premium,premium,46.17,102.6,4.8,21.3,1.16,1.1,101.21,48.48,9,available,No,,Filtered out
O1289,D039,P026,R026,92,94,9,73,economical,premium,85.62,257.9,4.1,21.3,1.16,1.1,86.36,75.44,9,available,No,,Filtered out
O1290,D040,P026,R026,38,64,9,73,balanced,premium,30.36,59.9,4.3,21.3,1.16,1.1,67.64,30.12,9,available,No,,Filtered out
O1291,D041,P026,R026,22,78,9,73,balanced,premium,13.93,29.7,4.6,21.3,1.16,1.1,54.93,20.12,9,available,No,,Filtered out
O1292,D042,P026,R026,56,56,9,73,economical,premium,49.98,127.9,4,21.3,1.16,1.1,64.36,42.89,9,available,No,,Filtered out
O1293,D043,P026,R026,11,96,9,73,economical,premium,23.09,64.5,4.6,21.3,1.16,1.1,45.92,24.38,9,available,No,,Filtered out
O1294,D044,P026,R026,58,53,9,73,balanced,premium,52.92,146.5,4.4,21.3,1.16,1.1,86.04,52.91,9,available,No,,Filtered out
O1295,D045,P026,R026,98,13,9,73,balanced,premium,107.34,237.1,4.5,21.3,1.16,1.1,110.8,78.41,9,available,No,,Filtered out
O1296,D046,P026,R026,59,85,9,73,economical,premium,51.42,118,4.5,21.3,1.16,1.1,64.76,40.78,9,available,No,,Filtered out
O1297,D047,P026,R026,70,57,9,73,premium,premium,63.06,127.1,5,21.3,1.16,1.1,119.96,58.91,9,available,No,,Filtered out
O1298,D048,P026,R026,30,35,9,73,balanced,premium,43.42,107.1,4.4,21.3,1.16,1.1,75.97,42.01,9,available,No,,Filtered out
O1299,D049,P026,R026,19,90,9,73,economical,premium,19.72,49.2,4.2,21.3,1.16,1.1,40.41,19.86,9,available,No,,Filtered out
O1300,D050,P026,R026,89,2,9,73,economical,premium,106.96,253.1,4.4,21.3,1.16,1.1,92.55,76.19,9,available,No,,Filtered out
O1301,D001,P027,R027,75,54,71,97,balanced,cheap,43.19,109.5,4.4,5.8,1.11,1.13,47.15,54.47,18,available,No,,Filtered out
O1302,D002,P027,R027,57,75,71,97,economical,cheap,26.08,81.4,4.4,5.8,1.11,1.13,27.7,35.23,18,available,No,,Filtered out
O1303,D003,P027,R027,13,11,71,97,premium,cheap,103.73,191.1,4.9,5.8,1.11,1.13,108.03,113.35,18,available,No,,Filtered out
O1304,D004,P027,R027,70,37,71,97,economical,cheap,60.01,185.9,4.4,5.8,1.11,1.13,51.53,72.81,18,available,No,,Filtered out
O1305,D005,P027,R027,29,12,71,97,balanced,cheap,94.81,184.7,4.6,5.8,1.11,1.13,88.55,98.47,18,unavailable,No,,Filtered out
O1306,D006,P027,R027,9,77,71,97,economical,cheap,65.15,164.6,4.3,5.8,1.11,1.13,51.43,68.49,18,available,No,,Filtered out
O1307,D007,P027,R027,41,98,71,97,economical,cheap,30.02,73.7,4.1,5.8,1.11,1.13,31.26,36.21,18,available,No,,Filtered out
O1308,D008,P027,R027,27,83,71,97,economical,cheap,46.17,121.4,4.2,5.8,1.11,1.13,38.16,50.57,18,available,No,,Filtered out
O1309,D009,P027,R027,54,74,71,97,economical,cheap,28.6,75.6,4.3,5.8,1.11,1.13,29.65,35.45,18,available,No,,Filtered out
O1310,D010,P027,R027,87,54,71,97,economical,cheap,45.88,108.3,4.1,5.8,1.11,1.13,34.19,45.18,18,available,No,,Filtered out
O1311,D011,P027,R027,14,87,71,97,economical,cheap,57.87,131.8,4.7,5.8,1.11,1.13,49.39,60.46,18,available,No,,Filtered out
O1312,D012,P027,R027,33,64,71,97,balanced,cheap,50.33,122.9,4.5,5.8,1.11,1.13,56.64,63.78,18,available,No,,Filtered out
O1313,D013,P027,R027,99,67,71,97,balanced,cheap,41.04,82.8,4.6,5.8,1.11,1.13,42.6,45.92,18,available,No,,Filtered out
O1314,D014,P027,R027,72,10,71,97,balanced,cheap,87.01,204.4,4.4,5.8,1.11,1.13,74.48,92.58,18,available,No,,Filtered out
O1315,D015,P027,R027,33,67,71,97,balanced,cheap,48.41,103.6,4.8,5.8,1.11,1.13,50.21,55.39,18,available,No,,Filtered out
O1316,D016,P027,R027,47,56,71,97,balanced,cheap,47.51,93,4.6,5.8,1.11,1.13,48.57,52.14,18,available,No,,Filtered out
O1317,D017,P027,R027,80,7,71,97,balanced,cheap,90.45,256.5,4.3,5.8,1.11,1.13,73.32,102.19,18,available,No,,Filtered out
O1318,D018,P027,R027,73,73,71,97,economical,cheap,24.08,55.4,4.2,5.8,1.11,1.13,23.71,27.26,18,available,No,,Filtered out
O1319,D019,P027,R027,93,6,71,97,economical,cheap,93.62,277,4.3,5.8,1.11,1.13,61.94,98.33,18,available,No,,Filtered out
O1320,D020,P027,R027,57,17,71,97,balanced,cheap,81.22,158.3,4.3,5.8,1.11,1.13,70.21,80.38,18,available,No,,Filtered out
O1321,D021,P027,R027,69,1,71,97,economical,cheap,96.02,284.1,4.6,5.8,1.11,1.13,66.78,103.11,18,available,No,,Filtered out
O1322,D022,P027,R027,0,49,71,97,premium,cheap,85.7,177.1,4.7,5.8,1.11,1.13,109.12,111.33,18,available,No,,Filtered out
O1323,D023,P027,R027,19,24,71,97,premium,cheap,89.63,165.2,4.7,5.8,1.11,1.13,106.8,107.33,18,available,No,,Filtered out
O1324,D024,P027,R027,67,20,71,97,economical,cheap,77.1,238.6,4.5,5.8,1.11,1.13,54.88,85.69,18,available,No,,Filtered out
O1325,D025,P027,R027,72,31,71,97,premium,cheap,66.01,128.9,4.7,5.8,1.11,1.13,80.53,81.68,18,unavailable,No,,Filtered out
O1326,D026,P027,R027,40,30,71,97,balanced,cheap,73.82,152.7,4.5,5.8,1.11,1.13,64.26,75.07,18,available,No,,Filtered out
O1327,D027,P027,R027,72,12,71,97,economical,cheap,85.01,214.5,4.2,5.8,1.11,1.13,51.71,78.68,18,available,No,,Filtered out
O1328,D028,P027,R027,69,90,71,97,balanced,cheap,7.28,18,4.4,5.8,1.11,1.13,22.02,18.57,18,available,Yes,1,Show to passenger
O1329,D029,P027,R027,17,33,71,97,balanced,cheap,83.74,237.6,4.6,5.8,1.11,1.13,83.64,105.61,18,available,No,,Filtered out
O1330,D030,P027,R027,33,64,71,97,premium,cheap,50.33,114.7,4.7,5.8,1.11,1.13,66.72,69.17,18,available,No,,Filtered out
O1331,D031,P027,R027,81,33,71,97,economical,cheap,64.78,138.3,4,5.8,1.11,1.13,41.99,56.65,18,available,No,,Filtered out
O1332,D032,P027,R027,4,47,71,97,balanced,cheap,83.6,237.2,4.5,5.8,1.11,1.13,79.23,102.45,18,available,No,,Filtered out
O1333,D033,P027,R027,26,87,71,97,balanced,cheap,46.1,108.8,4.3,5.8,1.11,1.13,52.38,58,18,unavailable,No,,Filtered out
O1334,D034,P027,R027,20,22,71,97,balanced,cheap,90.7,206,4.6,5.8,1.11,1.13,88.25,102.52,18,available,No,,Filtered out
O1335,D035,P027,R027,89,13,71,97,economical,cheap,85.91,209,4.2,5.8,1.11,1.13,65.91,87.52,18,available,No,,Filtered out
O1336,D036,P027,R027,84,24,71,97,premium,cheap,74.15,153.3,4.7,5.8,1.11,1.13,97.03,98.11,18,available,No,,Filtered out
O1337,D037,P027,R027,42,3,71,97,economical,cheap,98.37,257.5,4.7,5.8,1.11,1.13,71.2,100.87,18,available,No,,Filtered out
O1338,D038,P027,R027,55,77,71,97,premium,cheap,25.61,58.9,4.8,5.8,1.11,1.13,44.77,42.64,18,available,No,,Filtered out
O1339,D039,P027,R027,92,94,71,97,economical,cheap,21.21,66.4,4.1,5.8,1.11,1.13,25.95,31.04,18,available,No,,Filtered out
O1340,D040,P027,R027,38,64,71,97,balanced,cheap,46.67,94.1,4.3,5.8,1.11,1.13,50.5,53.74,18,available,No,,Filtered out
O1341,D041,P027,R027,22,78,71,97,balanced,cheap,52.55,112.3,4.6,5.8,1.11,1.13,57.48,62.24,18,available,No,,Filtered out
O1342,D042,P027,R027,56,56,71,97,economical,cheap,43.66,114.9,4,5.8,1.11,1.13,37.92,49.12,18,available,No,,Filtered out
O1343,D043,P027,R027,11,96,71,97,economical,cheap,60.01,170.5,4.6,5.8,1.11,1.13,46.87,66.45,18,available,No,,Filtered out
O1344,D044,P027,R027,58,53,71,97,balanced,cheap,45.88,130.6,4.4,5.8,1.11,1.13,49.91,60.62,18,available,No,,Filtered out
O1345,D045,P027,R027,98,13,71,97,balanced,cheap,88.23,200.4,4.5,5.8,1.11,1.13,70.1,88.7,18,available,No,,Filtered out
O1346,D046,P027,R027,59,85,71,97,economical,cheap,16.97,40.7,4.5,5.8,1.11,1.13,23.12,23.87,18,available,No,,Filtered out
O1347,D047,P027,R027,70,57,71,97,premium,cheap,40.01,83.2,5,5.8,1.11,1.13,59.93,58.09,18,available,No,,Filtered out
O1348,D048,P027,R027,30,35,71,97,balanced,cheap,74.33,187.7,4.4,5.8,1.11,1.13,72.42,87.79,18,available,No,,Filtered out
O1349,D049,P027,R027,19,90,71,97,economical,cheap,52.47,132.8,4.2,5.8,1.11,1.13,36.58,51.75,18,available,No,,Filtered out
O1350,D050,P027,R027,89,2,71,97,economical,cheap,96.69,235.1,4.4,5.8,1.11,1.13,64.09,91.44,18,available,No,,Filtered out
O1351,D001,P028,R028,75,54,56,38,balanced,balanced,24.84,55.1,4.4,20.3,1,0.98,53.21,42.35,12,available,No,,Filtered out
O1352,D002,P028,R028,57,75,56,38,economical,balanced,37.01,99.9,4.4,20.3,1,0.98,51.19,57.12,12,available,No,,Filtered out
O1353,D003,P028,R028,13,11,56,38,premium,balanced,50.77,81.7,4.9,20.3,1,0.98,91.27,68.69,12,available,No,,Filtered out
O1354,D004,P028,R028,70,37,56,38,economical,balanced,14.04,38.5,4.4,20.3,1,0.98,38.47,29.91,12,available,No,,Filtered out
O1355,D005,P028,R028,29,12,56,38,balanced,balanced,37.48,64,4.6,20.3,1,0.98,67.73,51.96,12,unavailable,No,,Filtered out
O1356,D006,P028,R028,9,77,56,38,economical,balanced,61.07,134,4.3,20.3,1,0.98,65.94,75.71,12,available,No,,Filtered out
O1357,D007,P028,R028,41,98,56,38,economical,balanced,61.85,130.9,4.1,20.3,1,0.98,67.79,75.5,12,available,No,,Filtered out
O1358,D008,P028,R028,27,83,56,38,economical,balanced,53.54,122.1,4.2,20.3,1,0.98,60.03,68.91,12,available,No,,Filtered out
O1359,D009,P028,R028,54,74,56,38,economical,balanced,36.06,82.6,4.3,20.3,1,0.98,51.02,51.01,12,available,No,,Filtered out
O1360,D010,P028,R028,87,54,56,38,economical,balanced,34.89,71.7,4.1,20.3,1,0.98,43.72,43.95,12,available,No,,Filtered out
O1361,D011,P028,R028,14,87,56,38,economical,balanced,64.54,127.5,4.7,20.3,1,0.98,70.15,75.25,12,available,No,,Filtered out
O1362,D012,P028,R028,33,64,56,38,balanced,balanced,34.71,73.9,4.5,20.3,1,0.98,65.64,54.5,12,available,No,,Filtered out
O1363,D013,P028,R028,99,67,56,38,balanced,balanced,51.87,90.7,4.6,20.3,1,0.98,70.09,62.37,12,available,No,,Filtered out
O1364,D014,P028,R028,72,10,56,38,balanced,balanced,32.25,66.4,4.4,20.3,1,0.98,61.21,49.9,12,available,No,,Filtered out
O1365,D015,P028,R028,33,67,56,38,balanced,balanced,37.01,69,4.8,20.3,1,0.98,62.19,51.18,12,available,No,,Filtered out
O1366,D016,P028,R028,47,56,56,38,balanced,balanced,20.12,34.8,4.6,20.3,1,0.98,52.26,34.78,12,available,No,,Filtered out
O1367,D017,P028,R028,80,7,56,38,balanced,balanced,39.2,97,4.3,20.3,1,0.98,60.9,60.5,12,available,No,,Filtered out
O1368,D018,P028,R028,73,73,56,38,economical,balanced,38.91,77.3,4.2,20.3,1,0.98,47.89,47.77,12,available,No,,Filtered out
O1369,D019,P028,R028,93,6,56,38,economical,balanced,48.92,126.1,4.3,20.3,1,0.98,54.33,67.72,12,available,No,,Filtered out
O1370,D020,P028,R028,57,17,56,38,balanced,balanced,21.02,36.3,4.3,20.3,1,0.98,54.09,36.19,12,available,No,,Filtered out
O1371,D021,P028,R028,69,1,56,38,economical,balanced,39.22,101.3,4.6,20.3,1,0.98,52.57,58.19,12,available,No,,Filtered out
O1372,D022,P028,R028,0,49,56,38,premium,balanced,57.07,102.7,4.7,20.3,1,0.98,111.56,85.21,12,available,No,,Filtered out
O1373,D023,P028,R028,19,24,56,38,premium,balanced,39.56,63.9,4.7,20.3,1,0.98,92.42,63.01,12,available,No,,Filtered out
O1374,D024,P028,R028,67,20,56,38,economical,balanced,21.1,57.4,4.5,20.3,1,0.98,37.66,36.14,12,available,No,,Filtered out
O1375,D025,P028,R028,72,31,56,38,premium,balanced,17.46,30.3,4.7,20.3,1,0.98,68.3,40.4,12,unavailable,No,,Filtered out
O1376,D026,P028,R028,40,30,56,38,balanced,balanced,17.89,32.9,4.5,20.3,1,0.98,48.56,32.47,12,available,No,,Filtered out
O1377,D027,P028,R028,72,12,56,38,economical,balanced,30.53,67.5,4.2,20.3,1,0.98,44.93,43,12,available,No,,Filtered out
O1378,D028,P028,R028,69,90,56,38,balanced,balanced,53.6,109.7,4.4,20.3,1,0.98,76.07,71.75,12,available,No,,Filtered out
O1379,D029,P028,R028,17,33,56,38,balanced,balanced,39.32,97.3,4.6,20.3,1,0.98,70.31,64.77,12,available,No,,Filtered out
O1380,D030,P028,R028,33,64,56,38,premium,balanced,34.71,69,4.7,20.3,1,0.98,83.4,60.74,12,available,No,,Filtered out
O1381,D031,P028,R028,81,33,56,38,economical,balanced,25.5,47.9,4,20.3,1,0.98,39.84,33.89,12,available,No,,Filtered out
O1382,D032,P028,R028,4,47,56,38,balanced,balanced,52.77,130.3,4.5,20.3,1,0.98,79.7,80.57,12,available,No,,Filtered out
O1383,D033,P028,R028,26,87,56,38,balanced,balanced,57.45,117.5,4.3,20.3,1,0.98,83.85,78,12,unavailable,No,,Filtered out
O1384,D034,P028,R028,20,22,56,38,balanced,balanced,39.4,78.2,4.6,20.3,1,0.98,70.18,58.03,12,available,No,,Filtered out
O1385,D035,P028,R028,89,13,56,38,economical,balanced,41.4,87.9,4.2,20.3,1,0.98,56.37,55.29,12,available,No,,Filtered out
O1386,D036,P028,R028,84,24,56,38,premium,balanced,31.3,56.8,4.7,20.3,1,0.98,85.83,57.56,12,available,No,,Filtered out
O1387,D037,P028,R028,42,3,56,38,economical,balanced,37.7,86.3,4.7,20.3,1,0.98,51.76,52.56,12,available,No,,Filtered out
O1388,D038,P028,R028,55,77,56,38,premium,balanced,39.01,77.5,4.8,20.3,1,0.98,85.68,64.72,12,available,No,,Filtered out
O1389,D039,P028,R028,92,94,56,38,economical,balanced,66.57,178.9,4.1,20.3,1,0.98,69.54,93.09,12,available,No,,Filtered out
O1390,D040,P028,R028,38,64,56,38,balanced,balanced,31.62,55.7,4.3,20.3,1,0.98,61.55,46.33,12,available,No,,Filtered out
O1391,D041,P028,R028,22,78,56,38,balanced,balanced,52.5,97.5,4.6,20.3,1,0.98,78.65,68.6,12,available,No,,Filtered out
O1392,D042,P028,R028,56,56,56,38,economical,balanced,18,41.7,4,20.3,1,0.98,40.63,32.08,12,available,No,,Filtered out
O1393,D043,P028,R028,11,96,56,38,economical,balanced,73.41,180.9,4.6,20.3,1,0.98,70.16,93.97,12,available,No,,Filtered out
O1394,D044,P028,R028,58,53,56,38,balanced,balanced,15.13,38.1,4.4,20.3,1,0.98,51.33,35.55,12,available,No,,Filtered out
O1395,D045,P028,R028,98,13,56,38,balanced,balanced,48.88,96.8,4.5,20.3,1,0.98,68.67,63.88,12,available,No,,Filtered out
O1396,D046,P028,R028,59,85,56,38,economical,balanced,47.1,96.5,4.5,20.3,1,0.98,57.19,58.61,12,available,No,,Filtered out
O1397,D047,P028,R028,70,57,56,38,premium,balanced,23.6,43.1,5,20.3,1,0.98,74.97,47.82,12,available,No,,Filtered out
O1398,D048,P028,R028,30,35,56,38,balanced,balanced,26.17,58,4.4,20.3,1,0.98,56.33,44.77,12,available,No,,Filtered out
O1399,D049,P028,R028,19,90,56,38,economical,balanced,63.82,140,4.2,20.3,1,0.98,56.86,73.75,12,available,No,,Filtered out
O1400,D050,P028,R028,89,2,56,38,economical,balanced,48.84,103.6,4.4,20.3,1,0.98,56.19,60.67,12,available,No,,Filtered out
O1401,D001,P029,R029,75,54,97,26,balanced,fast,35.61,84.1,4.4,16.8,1.1,1.05,58.68,70.17,9,available,No,,Filtered out
O1402,D002,P029,R029,57,75,97,26,economical,fast,63.25,182.1,4.4,16.8,1.1,1.05,64.44,139.92,9,available,No,,Filtered out
O1403,D003,P029,R029,13,11,97,26,premium,fast,85.33,146.3,4.9,16.8,1.1,1.05,116.66,125.25,9,available,No,,Filtered out
O1404,D004,P029,R029,70,37,97,26,economical,fast,29.15,84.5,4.4,16.8,1.1,1.05,45.99,67.91,9,available,No,,Filtered out
O1405,D005,P029,R029,29,12,97,26,balanced,fast,69.43,126,4.6,16.8,1.1,1.05,88.78,105.5,9,unavailable,No,,Filtered out
O1406,D006,P029,R029,9,77,97,26,economical,fast,101.71,238.3,4.3,16.8,1.1,1.05,87.69,183.92,9,available,No,,Filtered out
O1407,D007,P029,R029,41,98,97,26,economical,fast,91.21,206.2,4.1,16.8,1.1,1.05,82.78,160.49,9,available,No,,Filtered out
O1408,D008,P029,R029,27,83,97,26,economical,fast,90.27,219.7,4.2,16.8,1.1,1.05,78.27,169.02,9,available,No,,Filtered out
O1409,D009,P029,R029,54,74,97,26,economical,fast,64.44,157.1,4.3,16.8,1.1,1.05,64.65,122.47,9,available,No,,Filtered out
O1410,D010,P029,R029,87,54,97,26,economical,fast,29.73,65.6,4.1,16.8,1.1,1.05,39.36,53.38,9,available,No,,Filtered out
O1411,D011,P029,R029,14,87,97,26,economical,fast,103,217.3,4.7,16.8,1.1,1.05,92.6,170.16,9,available,No,,Filtered out
O1412,D012,P029,R029,33,64,97,26,balanced,fast,74.43,168.5,4.5,16.8,1.1,1.05,94.22,136.34,9,available,No,,Filtered out
O1413,D013,P029,R029,99,67,97,26,balanced,fast,41.05,77.1,4.6,16.8,1.1,1.05,60.18,65.55,9,available,No,,Filtered out
O1414,D014,P029,R029,72,10,97,26,balanced,fast,29.68,65.5,4.4,16.8,1.1,1.05,56.51,56.71,9,available,No,,Filtered out
O1415,D015,P029,R029,33,67,97,26,balanced,fast,76.01,150.6,4.8,16.8,1.1,1.05,86.87,122.31,9,available,No,,Filtered out
O1416,D016,P029,R029,47,56,97,26,balanced,fast,58.31,106,4.6,16.8,1.1,1.05,75.3,88.8,9,available,No,,Filtered out
O1417,D017,P029,R029,80,7,97,26,balanced,fast,25.5,67.9,4.3,16.8,1.1,1.05,49.46,56.99,9,available,No,,Filtered out
O1418,D018,P029,R029,73,73,97,26,economical,fast,52.77,111.8,4.2,16.8,1.1,1.05,52.46,88.33,9,available,No,,Filtered out
O1419,D019,P029,R029,93,6,97,26,economical,fast,20.4,56.9,4.3,16.8,1.1,1.05,37.1,46.82,9,available,No,,Filtered out
O1420,D020,P029,R029,57,17,97,26,balanced,fast,41,74.8,4.3,16.8,1.1,1.05,64.06,64.74,9,available,No,,Filtered out
O1421,D021,P029,R029,69,1,97,26,economical,fast,37.54,103.8,4.6,16.8,1.1,1.05,49.32,82.06,9,available,No,,Filtered out
O1422,D022,P029,R029,0,49,97,26,premium,fast,99.69,191.3,4.7,16.8,1.1,1.05,149.32,163.3,9,available,No,,Filtered out
O1423,D023,P029,R029,19,24,97,26,premium,fast,78.03,133.9,4.7,16.8,1.1,1.05,123.34,117.93,9,available,No,,Filtered out
O1424,D024,P029,R029,67,20,97,26,economical,fast,30.59,88.6,4.5,16.8,1.1,1.05,41.14,69.8,9,available,No,,Filtered out
O1425,D025,P029,R029,72,31,97,26,premium,fast,25.5,46.9,4.7,16.8,1.1,1.05,71.38,46.64,9,unavailable,No,,Filtered out
O1426,D026,P029,R029,40,30,97,26,balanced,fast,57.14,110.1,4.5,16.8,1.1,1.05,71.36,90.89,9,available,No,,Filtered out
O1427,D027,P029,R029,72,12,97,26,economical,fast,28.65,67.9,4.2,16.8,1.1,1.05,41.76,55.46,9,available,No,,Filtered out
O1428,D028,P029,R029,69,90,97,26,balanced,fast,69.86,152.8,4.4,16.8,1.1,1.05,83.94,123.31,9,available,No,,Filtered out
O1429,D029,P029,R029,17,33,97,26,balanced,fast,80.31,211.8,4.6,16.8,1.1,1.05,99.84,167.77,9,available,No,,Filtered out
O1430,D030,P029,R029,33,64,97,26,premium,fast,74.43,157.3,4.7,16.8,1.1,1.05,112.85,132.21,9,available,No,,Filtered out
O1431,D031,P029,R029,81,33,97,26,economical,fast,17.46,35.4,4,16.8,1.1,1.05,34.18,31.22,9,available,No,,Filtered out
O1432,D032,P029,R029,4,47,97,26,balanced,fast,95.34,251.3,4.5,16.8,1.1,1.05,108.15,197.09,9,available,No,,Filtered out
O1433,D033,P029,R029,26,87,97,26,balanced,fast,93.61,204.4,4.3,16.8,1.1,1.05,108.71,164.39,9,unavailable,No,,Filtered out
O1434,D034,P029,R029,20,22,97,26,balanced,fast,77.1,162.9,4.6,16.8,1.1,1.05,97.02,132.97,9,available,No,,Filtered out
O1435,D035,P029,R029,89,13,97,26,economical,fast,15.26,35.3,4.2,16.8,1.1,1.05,38.11,31.91,9,available,No,,Filtered out
O1436,D036,P029,R029,84,24,97,26,premium,fast,13.15,26.1,4.7,16.8,1.1,1.05,64.24,30.65,9,available,No,,Filtered out
